,endTime,artistName,trackName,msPlayed
7372,2020-06-11 17:36,Dire Straits,Money For Nothing,7978
7373,2020-06-11 17:36,The Smiths,I Started Something I Couldn't Finish - 2011 Remaster,938
7374,2020-06-11 17:36,Queen,Bohemian Rhapsody - Remastered 2011,960
7375,2020-06-11 17:40,The Smiths,I Started Something I Couldn't Finish - 2011 Remaster,227533
7376,2020-06-11 17:48,Dire Straits,Money For Nothing,510933
7377,2020-06-11 17:54,Dire Straits,Once Upon A Time In The West,324200
7378,2020-06-11 17:56,Elton John,Honky Cat,20712
7379,2020-06-11 17:56,The Beatles,And I Love Her - Remastered 2009,149693
7380,2020-06-12 08:38,Fleetwood Mac,Tango in the Night - 2017 Remaster,242880
7381,2020-06-12 08:41,The Beatles,Happiness Is A Warm Gun - Remastered 2009,164546
7382,2020-06-12 08:44,The Beatles,"Baby, You're A Rich Man - Remastered 2009",181306
7383,2020-06-12 08:48,George Harrison,All Things Must Pass - Remastered 2014,226866
7384,2020-06-12 08:50,The Beach Boys,Wouldn't It Be Nice - Remastered,145728
7385,2020-06-12 13:13,Pink Floyd,Money - 2011 Remastered Version,1055
7386,2020-06-12 13:13,The Beatles,Rocky Raccoon - Remastered 2009,917
7387,2020-06-12 13:13,Led Zeppelin,Good Times Bad Times - 1993 Remaster,757
7388,2020-06-12 13:13,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,119658
7389,2020-06-12 13:13,Pink Floyd,One Of These Days - 2011 Remastered Version,2293
7390,2020-06-12 13:17,Fleetwood Mac,Gypsy - 2016 Remaster,267033
7391,2020-06-12 13:23,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,378146
7392,2020-06-12 13:27,Elton John,Crocodile Rock,235440
7393,2020-06-12 13:31,George Harrison,If Not For You - Remastered 2014,210720
7394,2020-06-12 13:34,The Smiths,A Rush and a Push and the Land Is Ours - 2011 Remaster,183013
7395,2020-06-12 13:38,Fleetwood Mac,Everywhere - 2017 Remaster,226653
7396,2020-06-12 13:41,The Beach Boys,Good Vibrations - Remastered,219026
7397,2020-06-12 13:46,George Harrison,My Sweet Lord - Remastered 2014,281226
7398,2020-06-12 13:49,The Rolling Stones,"Paint It, Black",145214
7399,2020-06-12 15:24,The Beatles,A Day In The Life - Remastered 2009,269289
7400,2020-06-12 15:34,Pink Floyd,Time - 2011 Remastered Version,413947
7401,2020-06-12 15:38,Queen,Princes Of The Universe - Remastered 2011,213826
7402,2020-06-12 15:41,The Beach Boys,Sloop John B - Remastered,180173
7403,2020-06-12 15:48,George Harrison,Isn't It A Pity - Remastered 2014,430866
7404,2020-06-12 16:57,Procol Harum,A Whiter Shade of Pale - Original Single Version,48056
7405,2020-06-12 17:12,Yusuf / Cat Stevens,Wild World,4434
7406,2020-06-12 17:12,Yusuf / Cat Stevens,Father And Son,221000
7407,2020-06-12 17:15,Yusuf / Cat Stevens,Morning Has Broken,200000
7408,2020-06-12 17:20,David Bowie,Starman - 2012 Remaster,254293
7409,2020-06-12 18:49,Lou Reed,Perfect Day,21466
7410,2020-06-12 19:44,Elton John,Bennie And The Jets - Remastered 2014,511477
7411,2020-06-12 19:47,Fleetwood Mac,Little Lies - 2017 Remaster,221053
7412,2020-06-12 19:47,John Lennon,God - Remastered 2010,6894
7413,2020-06-12 19:51,Fleetwood Mac,I Don't Want to Know - 2004 Remaster,196853
7414,2020-06-12 19:56,Led Zeppelin,Babe I'm Gonna Leave You - Remaster,193833
7415,2020-06-12 19:59,The Beach Boys,Heroes and Villains (Stereo),84906
7416,2020-06-12 20:02,The Beach Boys,Heroes and Villains (Stereo),25052
7417,2020-06-12 20:02,The Beach Boys,Heroes and Villains (Stereo),950
7418,2020-06-12 20:04,The Beach Boys,Heroes and Villains (Stereo),108948
7419,2020-06-12 20:08,Fleetwood Mac,Dreams - 2004 Remaster,257800
7420,2020-06-12 20:13,Elton John,Crocodile Rock,235440
7421,2020-06-12 20:31,Pink Floyd,Comfortably Numb - 2011 Remastered Version,61020
7422,2020-06-12 20:42,Pink Floyd,Comfortably Numb - 2011 Remastered Version,29844
7423,2020-06-12 20:43,Pink Floyd,Wish You Were Here - 2011 Remastered Version,334743
7424,2020-06-12 20:48,The Beatles,"Here, There And Everywhere - Remastered 2009",1060
7425,2020-06-12 20:48,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613
7426,2020-06-12 20:48,The Beatles,Let It Be - Remastered 2009,15232
7427,2020-06-12 20:48,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,12050
7428,2020-06-12 20:48,John Lennon,Imagine - Remastered 2010,1840
7429,2020-06-12 20:50,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",112706
7430,2020-06-12 20:52,The Beatles,"Long, Long, Long - Remastered 2009",9253
7431,2020-06-12 20:57,Elton John,Pinball Wizard,309106
7432,2020-06-12 21:00,The Smiths,A Rush and a Push and the Land Is Ours - 2011 Remaster,183013
7433,2020-06-12 21:04,Elton John,Your Song,241786
7434,2020-06-12 21:09,John Lennon,Jealous Guy - Remastered 2010,257786
7435,2020-06-12 21:11,The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,157533
7436,2020-06-12 22:44,The Beatles,Hey Jude - Remastered 2015,8480
7437,2020-06-12 22:44,Fleetwood Mac,Rhiannon,252773
7438,2020-06-12 22:44,Lou Reed,Walk On the Wild Side,8530
7439,2020-06-12 22:45,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remaster,34460
7440,2020-06-12 22:45,The Beach Boys,Here She Comes - Remastered 2000,44940
7441,2020-06-12 22:46,The Beach Boys,Here She Comes - Remastered 2000,15380
7442,2020-06-12 22:47,Daft Punk,Doin' it Right (feat. Panda Bear),1740
7443,2020-06-12 22:47,The Smiths,How Soon Is Now? - 2011 Remaster,85690
7444,2020-06-12 22:47,Daft Punk,Give Life Back to Music,3440
7445,2020-06-12 22:47,Daft Punk,Give Life Back to Music,990
7446,2020-06-12 22:47,Daft Punk,Giorgio by Moroder,12430
7447,2020-06-12 22:48,Daft Punk,Motherboard,2860
7448,2020-06-12 22:48,Daft Punk,Doin' it Right (feat. Panda Bear),1860
7449,2020-06-12 22:48,Daft Punk,Within,6320
7450,2020-06-12 22:48,Daft Punk,Give Life Back to Music,9110
7451,2020-06-12 22:48,Daft Punk,Giorgio by Moroder,6530
7452,2020-06-12 22:48,Daft Punk,Contact,3140
7453,2020-06-12 22:48,Daft Punk,The Game of Love,4430
7454,2020-06-12 22:48,Daft Punk,Fragments of Time (feat. Todd Edwards),2040
7455,2020-06-12 22:48,Daft Punk,Beyond,4880
7456,2020-06-12 22:49,The White Stripes,One More Cup of Coffee,5380
7457,2020-06-12 22:49,Daft Punk,Around the World,42630
7458,2020-06-12 22:49,Creedence Clearwater Revival,Fortunate Son,14770
7459,2020-06-12 22:50,Fleetwood Mac,Albatross,36130
7460,2020-06-12 22:50,Led Zeppelin,The Rain Song - Remaster,33380
7461,2020-06-12 22:51,Pink Floyd,One Of These Days - 2011 Remastered Version,6440
7462,2020-06-12 22:55,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,244586
7463,2020-06-12 22:59,Elton John,The Ballad Of Danny Bailey (1909-1934) - Remastered 2014,263279
7464,2020-06-12 23:06,Pink Floyd,Echoes - 2011 Remastered Version,93373
7465,2020-06-12 23:10,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",62997
7466,2020-06-12 23:11,The Beach Boys,Here She Comes - Remastered 2000,44094
7467,2020-06-13 08:31,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",112706
7468,2020-06-13 08:32,Lou Reed,Walk On the Wild Side,23561
7469,2020-06-13 08:37,The Beach Boys,Here She Comes - Remastered 2000,312800
7470,2020-06-13 08:40,The Zombies,Time of the Season - Mono Version,214026
7471,2020-06-13 08:42,The Doors,Riders on the Storm,2837
7472,2020-06-13 08:42,Creedence Clearwater Revival,Fortunate Son,116311
7473,2020-06-13 08:49,The Smiths,How Soon Is Now? - 2011 Remaster,408173
7474,2020-06-13 08:53,The Beach Boys,Good Vibrations - Remastered,219026
7475,2020-06-13 08:57,Fleetwood Mac,Gypsy - 2016 Remaster,267033
7476,2020-06-13 09:01,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,244586
7477,2020-06-13 09:05,Fleetwood Mac,Songbird - 2004 Remaster,200813
7478,2020-06-13 09:09,The Beatles,Strawberry Fields Forever - Remastered 2009,122591
7479,2020-06-13 09:12,Elton John,I'm Still Standing,746
7480,2020-06-13 09:12,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,1152
7481,2020-06-13 09:12,Fleetwood Mac,Landslide,1002
7482,2020-06-13 09:12,The Beatles,Penny Lane - Remastered 2009,917
7483,2020-06-13 09:12,The Beatles,"Long, Long, Long - Remastered 2009",831
7484,2020-06-13 09:12,Elton John,Candle In The Wind - Remastered 2014,895
7485,2020-06-13 09:12,The Beatles,All You Need Is Love - Remastered 2009,896
7486,2020-06-13 09:12,Pink Floyd,Echoes - 2011 Remastered Version,1002
7487,2020-06-13 09:12,Elton John,Daniel,853
7488,2020-06-13 09:12,Led Zeppelin,Whole Lotta Love - Remaster,1002
7489,2020-06-13 09:12,The Rolling Stones,Gimme Shelter,917
7490,2020-06-13 09:12,The Rolling Stones,"Paint It, Black",810
7491,2020-06-13 09:12,The Beatles,Let It Be - Remastered 2009,831
7492,2020-06-13 09:12,George Harrison,Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,917
7493,2020-06-13 09:12,Bob Dylan,Blowin' in the Wind,2368
7494,2020-06-13 09:12,The Rolling Stones,Wild Horses - 2009 Mix,981
7495,2020-06-13 09:12,The Beach Boys,God Only Knows - Remastered,704
7496,2020-06-13 09:12,Elton John,Don't Let The Sun Go Down On Me,981
7497,2020-06-13 09:12,Stevie Nicks,Edge of Seventeen - 2016 Remaster,874
7498,2020-06-13 09:13,Yusuf / Cat Stevens,Father And Son,682
7499,2020-06-13 09:13,Pink Floyd,Brain Damage - 2011 Remastered Version,832
7500,2020-06-13 09:13,John Lennon,Imagine - Remastered 2010,1215
7501,2020-06-13 09:13,Lou Reed,Perfect Day,874
7502,2020-06-13 09:15,Yusuf / Cat Stevens,Father And Son,123178
7503,2020-06-13 09:17,Benjamin Ingrosso,Shampoo,68842
7504,2020-06-13 09:17,Benjamin Ingrosso,Costa Rica,24640
7505,2020-06-13 09:22,George Harrison,My Sweet Lord - Remastered 2014,281226
7506,2020-06-13 09:25,The Beatles,Rocky Raccoon - Remastered 2009,213106
7507,2020-06-13 09:27,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
7508,2020-06-13 09:33,Pink Floyd,Fearless - 2011 Remastered Version,322940
7509,2020-06-13 09:37,Fleetwood Mac,Hold Me - 2016 Remaster,225034
7510,2020-06-13 09:40,The Beatles,Here Comes The Sun - Remastered 2009,185733
7511,2020-06-13 09:44,Fleetwood Mac,Everywhere - 2017 Remaster,226653
7512,2020-06-13 09:51,Elton John,Pinball Wizard,309106
7513,2020-06-13 09:56,Fleetwood Mac,Don't Stop - 2004 Remaster,1301
7514,2020-06-13 09:56,Guns N' Roses,Sweet Child O' Mine,290597
7515,2020-06-13 10:02,Procol Harum,A Whiter Shade of Pale - Original Single Version,248946
7516,2020-06-13 10:04,Elton John,Your Song,78724
7517,2020-06-13 10:07,George Harrison,If Not For You - Remastered 2014,210720
7518,2020-06-13 10:09,The Beatles,Blackbird - Remastered 2009,138386
7519,2020-06-13 10:16,Elton John,Tiny Dancer,377093
7520,2020-06-13 10:19,Fleetwood Mac,You Make Loving Fun - 2004 Remaster,213693
7521,2020-06-13 10:24,The Animals,House of the Rising Sun,269906
7522,2020-06-13 10:43,Elton John,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,306063
7523,2020-06-13 10:44,Elton John,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,87774
7524,2020-06-13 10:50,The Smiths,How Soon Is Now? - 2011 Remaster,408173
7525,2020-06-13 10:59,Fleetwood Mac,Tango in the Night - 2017 Remaster,545
7526,2020-06-13 10:59,The Animals,House of the Rising Sun,650
7527,2020-06-13 10:59,The Beach Boys,Here She Comes - Remastered 2000,312800
7528,2020-06-13 10:59,The Beatles,All You Need Is Love - Remastered 2009,603
7529,2020-06-13 10:59,Fleetwood Mac,Hold Me - 2016 Remaster,661
7530,2020-06-13 10:59,The Beatles,"Hello, Goodbye - Remastered 2009",801
7531,2020-06-13 10:59,George Harrison,Behind That Locked Door - Remastered 2014,1149
7532,2020-06-13 10:59,The Beatles,Twist And Shout - Remastered 2009,603
7533,2020-06-13 10:59,The Beatles,Happiness Is A Warm Gun - Remastered 2009,626
7534,2020-06-13 10:59,The Rolling Stones,Wild Horses - 2009 Mix,963
7535,2020-06-13 10:59,John Lennon,God - Remastered 2010,963
7536,2020-06-13 10:59,Queen,Bohemian Rhapsody - Remastered 2011,3592
7537,2020-06-13 10:59,The Beach Boys,Sloop John B - Remastered,847
7538,2020-06-13 10:59,The Rolling Stones,Brown Sugar - 2009 Mix,638
7539,2020-06-13 11:08,Elton John,Honky Cat,62809
7540,2020-06-13 11:14,The Beach Boys,Here She Comes - Remastered 2000,312800
7541,2020-06-13 11:16,The Beatles,Eleanor Rigby - Remastered 2009,126533
7542,2020-06-13 11:19,The Beatles,"Baby, You're A Rich Man - Remastered 2009",181306
7543,2020-06-13 11:21,The Beatles,I Am The Walrus - Remastered 2009,105236
7544,2020-06-13 11:25,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,246722
7545,2020-06-13 11:27,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",112706
7546,2020-06-13 11:33,The Smiths,How Soon Is Now? - 2011 Remaster,408173
7547,2020-06-13 11:38,The Beatles,Tomorrow Never Knows - Remastered 2009,1091
7548,2020-06-13 11:38,The Rolling Stones,Sympathy For The Devil - 50th Anniversary Edition,7795
7549,2020-06-13 11:38,The Zombies,Time of the Season - Mono Version,859
7550,2020-06-13 11:38,Fleetwood Mac,The Chain - 2004 Remaster,998
7551,2020-06-13 11:38,The Rolling Stones,Gimme Shelter,270773
7552,2020-06-13 11:43,The Zombies,Time of the Season - Mono Version,214026
7553,2020-06-13 11:46,The Beatles,Tomorrow Never Knows - Remastered 2009,179546
7554,2020-06-13 11:51,Elton John,Pinball Wizard,309106
7555,2020-06-13 11:51,Guns N' Roses,Sweet Child O' Mine,4725
7556,2020-06-13 12:22,Elton John,Teacher I Need You,1237
7557,2020-06-13 12:28,Elton John,All The Girls Love Alice - Remastered 2014,308353
7558,2020-06-13 12:30,George Harrison,Run Of The Mill - Remastered 2014,171693
7559,2020-06-13 14:04,Led Zeppelin,Stairway to Heaven - Remaster,263657
7560,2020-06-13 14:14,Yusuf / Cat Stevens,Where Do The Children Play?,1625
7561,2020-06-13 14:14,Mark Ronson,Uptown Funk (feat. Bruno Mars),20038
7562,2020-06-13 14:18,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613
7563,2020-06-13 14:25,Pink Floyd,Money - 2011 Remastered Version,382834
7564,2020-06-13 14:29,Dire Straits,Walk Of Life,249960
7565,2020-06-13 14:32,The Beatles,Come Together - Remastered 2009,4478
7566,2020-06-13 14:32,The Beatles,Something - Remastered 2009,182293
7567,2020-06-13 14:36,Fleetwood Mac,Warm Ways,234826
7568,2020-06-13 14:37,Led Zeppelin,Good Times Bad Times - 1993 Remaster,37345
7569,2020-06-13 14:37,Fleetwood Mac,I'm so Afraid,1137
7570,2020-06-13 14:41,Fleetwood Mac,Dreams - 2004 Remaster,0
7571,2020-06-13 14:41,Fleetwood Mac,Rhiannon,252773
7572,2020-06-13 14:45,Fleetwood Mac,Gypsy - 2016 Remaster,267033
7573,2020-06-13 16:36,Fleetwood Mac,Everywhere - 2017 Remaster,106610
7574,2020-06-13 16:41,Eagles,Hotel California - 2013 Remaster,1764
7575,2020-06-13 16:41,The Killers,Mr. Brightside,217663
7576,2020-06-13 16:45,Avicii,Waiting For Love,230613
7577,2020-06-13 17:06,The Beach Boys,Here She Comes - Remastered 2000,306126
7578,2020-06-13 17:08,The Beatles,Norwegian Wood (This Bird Has Flown) - Remastered 2009,124693
7579,2020-06-13 17:12,Avicii,Somewhere In Stockholm,202906
7580,2020-06-13 17:16,Avicii,Talk To Myself,235800
7581,2020-06-13 17:19,Avicii,Ten More Days,19592
7582,2020-06-13 17:19,Avicii,Touch Me,186173
7583,2020-06-13 17:27,Eagles,Hotel California - 2013 Remaster,391376
7584,2020-06-13 17:35,Dire Straits,Money For Nothing,510933
7585,2020-06-13 17:39,Bob Dylan,House of the Risin' Sun,185103
7586,2020-06-13 17:44,Dire Straits,Sultans Of Swing,348400
7587,2020-06-13 17:48,The Zombies,Time of the Season - Mono Version,214026
7588,2020-06-13 17:53,The Animals,House of the Rising Sun,269906
7589,2020-06-13 17:58,Aliotta Haynes Jeremiah,Lake Shore Drive,235173
7590,2020-06-13 18:01,Elton John,Goodbye Yellow Brick Road - Remastered 2014,192826
7591,2020-06-13 18:03,The Beatles,Yesterday - Remastered 2009,125666
7592,2020-06-13 18:06,Elton John,Elderberry Wine,213866
7593,2020-06-13 18:09,The Beatles,"Here, There And Everywhere - Remastered 2009",144880
7594,2020-06-13 18:12,Elton John,Indian Sunset,928
7595,2020-06-13 18:12,The Beatles,Across The Universe - Remastered 2009,1021
7596,2020-06-13 18:12,Pink Floyd,"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",1741
7597,2020-06-13 18:12,The Beatles,Hey Jude - Remastered 2015,1068
7598,2020-06-13 18:12,Pink Floyd,One Of These Days - 2011 Remastered Version,1439
7599,2020-06-13 18:12,The Beatles,Please Please Me - Remastered 2009,952
7600,2020-06-13 18:12,Yusuf / Cat Stevens,Wild World,198665
7601,2020-06-13 18:12,Fleetwood Mac,Seven Wonders - 2017 Remaster,1021
7602,2020-06-13 18:13,Led Zeppelin,Immigrant Song - Remaster,35433
7603,2020-06-13 18:17,Bon Jovi,Livin' On A Prayer,249293
7604,2020-06-13 18:17,Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered,15703
7605,2020-06-13 19:30,The Smiths,A Rush and a Push and the Land Is Ours - 2011 Remaster,952
7606,2020-06-13 19:30,Bob Dylan,Hurricane,1021
7607,2020-06-13 19:30,Gipsy Kings,Volare (Nel Blu di Pinto di Blu),129126
7608,2020-06-13 19:30,Elton John,The Ballad Of Danny Bailey (1909-1934) - Remastered 2014,1044
7609,2020-06-13 19:30,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",719
7610,2020-06-13 19:31,The Beatles,She's Leaving Home - Remastered 2009,1044
7611,2020-06-13 19:31,Led Zeppelin,Babe I'm Gonna Leave You - Remaster,54682
7612,2020-06-13 19:34,The Beatles,In My Life - Remastered 2009,146333
7613,2020-06-13 19:36,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893
7614,2020-06-13 19:49,The Beach Boys,Here She Comes - Remastered 2000,308438
7615,2020-06-13 19:55,Dire Straits,Sultans Of Swing,348400
7616,2020-06-13 19:59,Fleetwood Mac,Rhiannon,252773
7617,2020-06-13 20:03,Fleetwood Mac,Warm Ways,234826
7618,2020-06-13 20:06,Fleetwood Mac,Landslide,199493
7619,2020-06-13 20:11,Fleetwood Mac,Gypsy - 2016 Remaster,267033
7620,2020-06-13 20:11,Led Zeppelin,Immigrant Song - Remaster,19903
7621,2020-06-13 20:15,The Beatles,Strawberry Fields Forever - Remastered 2009,214505
7622,2020-06-13 20:19,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,244586
7623,2020-06-13 20:22,The Rolling Stones,Gimme Shelter,202756
7624,2020-06-13 20:29,Eagles,Hotel California - 2013 Remaster,391376
7625,2020-06-13 23:32,The Animals,House of the Rising Sun,147082
7626,2020-06-13 23:37,Elton John,Bennie And The Jets - Remastered 2014,322548
7627,2020-06-13 23:43,Elton John,Pinball Wizard,309106
7628,2020-06-13 23:43,Elton John,Honky Cat,30004
7629,2020-06-13 23:49,Elton John,Honky Cat,311458
7630,2020-06-13 23:54,Steely Dan,Hey Nineteen,307400
7631,2020-06-13 23:58,The Beatles,Across The Universe - Remastered 2009,228133
7632,2020-06-14 00:01,The Beatles,Don't Let Me Down - Remastered 2009,215733
7633,2020-06-14 00:05,Fleetwood Mac,Go Your Own Way - 2004 Remaster,223613
7634,2020-06-14 00:09,Fleetwood Mac,Rhiannon,252773
7635,2020-06-14 00:13,Nonni Clausen,Dagvaktinn,251792
7636,2020-06-14 00:17,John Lennon,Oh Yoko! - Remastered 2010,1555
7637,2020-06-14 00:17,Fleetwood Mac,Go Your Own Way - 2004 Remaster,1044
7638,2020-06-14 00:17,Lil Uzi Vert,Sanguine Paradise,181045
7639,2020-06-14 00:22,Dire Straits,Once Upon A Time In The West,324200
7640,2020-06-14 00:31,Led Zeppelin,Kashmir - Remaster,493595
7641,2020-06-14 00:38,Led Zeppelin,Babe I'm Gonna Leave You - Remaster,402920
7642,2020-06-14 00:40,Led Zeppelin,Black Dog - Remaster,110437
7643,2020-06-14 00:41,Eric Clapton,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",76277
7644,2020-06-14 00:43,Jimi Hendrix,Little Wing,120883
7645,2020-06-14 00:48,Pink Floyd,Wish You Were Here - 2011 Remastered Version,327099
7646,2020-06-14 00:54,Steely Dan,Hey Nineteen,307400
7647,2020-06-14 00:56,The Beatles,In My Life - Remastered 2009,146333
7648,2020-06-14 00:58,Wings,Wild Life - Remastered 2018,3529
7649,2020-06-14 00:58,Procol Harum,A Whiter Shade of Pale - Original Single Version,137584
7650,2020-06-14 00:59,The Rolling Stones,Angie,64899
7651,2020-06-14 01:05,John Lennon,Nobody Loves You (When You're Down And Out) - Remastered 2010,304018
7652,2020-06-14 01:08,The Beatles,Something - Remastered 2009,182293
7653,2020-06-14 01:12,Fleetwood Mac,Black Magic Woman,11474
7654,2020-06-14 01:12,Fleetwood Mac,Rhiannon,252773
7655,2020-06-14 01:15,Yusuf / Cat Stevens,Wild World,200173
7656,2020-06-14 01:19,Fleetwood Mac,Landslide,199493
7657,2020-06-14 01:22,The Beatles,Girl - Remastered 2009,145745
7658,2020-06-14 01:24,The Beatles,And I Love Her - Remastered 2009,149693
7659,2020-06-14 01:28,The Beatles,I Am The Walrus - Remastered 2009,224321
7660,2020-06-14 01:33,The Beatles,While My Guitar Gently Weeps - Remastered 2009,285000
7661,2020-06-14 01:38,The Beach Boys,Here She Comes - Remastered 2000,312800
7662,2020-06-14 01:43,The Beatles,A Day In The Life - Remastered 2009,293519
7663,2020-06-14 01:47,The Beatles,Strawberry Fields Forever - Remastered 2009,221100
7664,2020-06-14 01:50,The Beatles,Don't Let Me Down - Remastered 2009,215733
7665,2020-06-14 01:53,The Beatles,Penny Lane - Remastered 2009,180893
7666,2020-06-14 01:56,John Lennon,Imagine - Remastered 2010,187866
7667,2020-06-14 01:59,The Beatles,Happiness Is A Warm Gun - Remastered 2009,164546
7668,2020-06-14 02:01,The Smiths,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",112706
7669,2020-06-14 02:14,Pink Floyd,"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",811077
7670,2020-06-14 02:19,Led Zeppelin,All My Love - Remaster,246927
7671,2020-06-14 12:35,Wings,Band On The Run - Remastered 2010,17020
7672,2020-06-14 12:36,The Beach Boys,Darlin' - Remastered,0
7673,2020-06-14 12:36,Talking Heads,Psycho Killer - 2005 Remaster,0
7674,2020-06-14 12:36,The Beach Boys,Here She Comes - Remastered 2000,232
7675,2020-06-14 12:36,Fleetwood Mac,The Chain - 2004 Remaster,301
7676,2020-06-14 12:36,Wings,Band On The Run - Remastered 2010,13908
7677,2020-06-14 12:36,Wings,Band On The Run - Remastered 2010,2159
7678,2020-06-14 12:36,Bubbi Morthens,1000 kossa nótt,116
7679,2020-06-14 12:36,Led Zeppelin,Tangerine - Remaster,417
7680,2020-06-14 12:36,Led Zeppelin,The Rain Song - Remaster,3390
7681,2020-06-14 12:36,Led Zeppelin,Over the Hills and Far Away - Remaster,162
7682,2020-06-14 12:36,Yes,Yesterday and Today - 2003 Remaster,0
7683,2020-06-14 12:41,The Rolling Stones,Some Girls - Remastered,35355
7684,2020-06-14 12:41,The Rolling Stones,Miss You - Remastered,288666
7685,2020-06-14 12:46,The Rolling Stones,Beast Of Burden - Remastered,265173
7686,2020-06-14 12:51,Pink Floyd,Wish You Were Here,321080
7687,2020-06-14 12:58,Eagles,Hotel California - 2013 Remaster,391376
7688,2020-06-14 13:04,Elton John,Candle In The Wind - Remastered 2014,487
7689,2020-06-14 13:04,Elton John,Bennie And The Jets - Remastered 2014,22535
7690,2020-06-14 13:04,Dire Straits,Sultans Of Swing,348400
7691,2020-06-14 13:15,Elton John,Funeral For A Friend / Love Lies Bleeding - Remastered 2014,666571
7692,2020-06-14 13:15,Wings,Silly Love Songs - Remastered 2014,6051
7693,2020-06-14 13:19,Elton John,Candle In The Wind - Remastered 2014,228932
7694,2020-06-14 13:24,Elton John,Bennie And The Jets - Remastered 2014,322548
7695,2020-06-14 13:28,Elton John,Goodbye Yellow Brick Road - Remastered 2014,192826
7696,2020-06-14 13:30,Elton John,This Song Has No Title - Remastered 2014,143394
7697,2020-06-14 13:34,Elton John,Grey Seal - Remastered 2014,240126
7698,2020-06-14 13:34,Elton John,Jamaica Jerk-Off - Remastered 2014,7952
7699,2020-06-14 13:39,Elton John,All The Girls Love Alice - Remastered 2014,305249
7700,2020-06-14 13:43,Fleetwood Mac,Warm Ways,234826
7701,2020-06-14 13:47,Fleetwood Mac,Rhiannon,252773
7702,2020-06-14 13:51,Fleetwood Mac,Landslide,199493
7703,2020-06-14 13:55,Fleetwood Mac,Dreams - 2004 Remaster,257800
7704,2020-06-14 13:59,Fleetwood Mac,The Chain - 2004 Remaster,269813
7705,2020-06-14 14:04,Fleetwood Mac,Gypsy - 2016 Remaster,267033
7706,2020-06-14 14:08,Fleetwood Mac,Hold Me - 2016 Remaster,225034
7707,2020-06-14 17:09,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",5294
7708,2020-06-14 17:09,Fleetwood Mac,World Turning,140564
7709,2020-06-14 17:13,George Harrison,What Is Life - Remastered 2014,264413
7710,2020-06-14 17:19,The Beatles,While My Guitar Gently Weeps - Remastered 2009,285000
7711,2020-06-14 17:23,The Smiths,I Started Something I Couldn't Finish - 2011 Remaster,227533
7712,2020-06-14 17:30,The Beatles,I Saw Her Standing There - Remastered 2009,120096
7713,2020-06-14 17:31,Fleetwood Mac,I Don't Want to Know - 2004 Remaster,11562
7714,2020-06-14 19:19,Queen,Who Wants To Live Forever - Remastered 2011,810
7715,2020-06-14 19:19,Pink Floyd,Time - 2011 Remastered Version,917
7716,2020-06-14 19:19,Pink Floyd,One Of These Days - 2011 Remastered Version,234624
7717,2020-06-14 19:19,The Smiths,Stop Me If You Think You've Heard This One Before - 2011 Remaster,1215
7718,2020-06-14 19:19,Queen,Princes Of The Universe - Remastered 2011,767
7719,2020-06-14 19:35,The Smiths,There Is a Light That Never Goes Out - 2011 Remaster,25588
7720,2020-06-14 19:36,Pink Floyd,Comfortably Numb - 2011 Remastered Version,77781
7721,2020-06-15 09:13,The Smiths,How Soon Is Now? - 2011 Remaster,408173
7722,2020-06-15 09:17,T. Rex,Monolith,225880
7723,2020-06-15 09:21,Elton John,Crocodile Rock,235440
7724,2020-06-15 09:25,John Lennon,Jealous Guy - Remastered 2010,257786
7725,2020-06-15 18:17,The Beach Boys,God Only Knows - Remastered,172960
